Reactions that produce compound from New SmartTable with CO2	Matches	EC-Number	METANETX	Spontaneous?	In-Pathway	Object ID	Data-Source	Regulated-By	Requirements
RXN1F-93	CARBON-DIOXIDE	EC-1.14.20.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107965</a>		PWY-3101	RXN1F-93			
RXN-8450	CARBON-DIOXIDE	EC-1.14.20.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140837</a>		PWY-3101 // PWY-5391	RXN-8450			
RXN-527	CARBON-DIOXIDE	EC-1.14.20.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107338</a>		PWY-3101 // PWY-5390	RXN-527			
RXN-15821	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119650</a>		PWY-7557	RXN-15821			
RXN-16344	CARBON-DIOXIDE	EC-1.14.20.8	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114508</a>		PWY-7749 // PWY-5479	RXN-16344			
R214-RXN	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR111781</a>		P241-PWY	R214-RXN			
R218-RXN	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116195</a>		P241-PWY	R218-RXN			
RXN-21743	CARBON-DIOXIDE	EC-1.14.11			PWY-8179	RXN-21743			
RXN-13288	CARBON-DIOXIDE	EC-1.14.14	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117997</a>		PWY-7035	RXN-13288			
RXN-17695	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR114864</a>	T	PWY-5770	RXN-17695			
RXN-7970	CARBON-DIOXIDE	EC-1.1.1.87 // EC-1.1.1.286	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107239</a>		LYSINE-AMINOAD-PWY // PWY-3081	RXN-7970			
RXN-17689	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR114862</a>	T	PWY-5770	RXN-17689			
1.3.1.53-RXN	CARBON-DIOXIDE	EC-1.3.1.53	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107100</a>		PWY-7795	1.3.1.53-RXN			
RXN-21178	CARBON-DIOXIDE	EC-1.14.19			PWY-6682	RXN-21178			
RXN-17707	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121103</a>		PWY-6660 // RXN-17711	RXN-17707			
RXN-17706	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR140680</a>	T		RXN-17706			
RXN-15311	CARBON-DIOXIDE	EC-1.14.11.46	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114042</a>		PWY-7447	RXN-15311			
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.44	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115592</a>		PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN			
RXN-22204	CARBON-DIOXIDE	EC-1.1.1.418			PWY-8238	RXN-22204			
RXN-11938	CARBON-DIOXIDE	EC-1.1.1.418	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117240</a>		PWY-2541	RXN-11938			
RXN-20495	CARBON-DIOXIDE				PWY-8049	RXN-20495			
RXN-20453	CARBON-DIOXIDE	EC-2.3.1			PWY-8045	RXN-20453			
RXN-9869	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR123041</a>		PWY-6107	RXN-9869			
RXN-9755	CARBON-DIOXIDE	EC-1.17.99	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122976</a>		PWY-6053	RXN-9755			
RXN-14981	CARBON-DIOXIDE	EC-1.14.20.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119049</a>			RXN-14981			
RXN-13158	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113436</a>			RXN-13158			
RXN-7745	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106779</a>		PWY-5101	RXN-7745			
RXN-602	CARBON-DIOXIDE	EC-1.14.20.4	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140784</a>			RXN-602			
RXN-7785	CARBON-DIOXIDE	EC-1.14.20	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109285</a>		PWY-5153	RXN-7785			
LEUCPEL-RXN	CARBON-DIOXIDE	EC-1.14.20.4	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108780</a>		PWY-7267	LEUCPEL-RXN			
RXN-16827	CARBON-DIOXIDE	EC-1.14.20	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120414</a>		PWY-7687	RXN-16827			
RXN-21302	CARBON-DIOXIDE					RXN-21302			
RXN-7800	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR102180</a>	T	LEUSYN-PWY // PWY-6871 // RXN-13158	RXN-7800			
RXN-18439	CARBON-DIOXIDE	EC-2.3.1.156			PWY-7857	RXN-18439			
RXN-21612	CARBON-DIOXIDE	EC-2.3.1.300			PWY-8173	RXN-21612			
RXN-19265	CARBON-DIOXIDE	EC-1.14.20.12			PWY-7956	RXN-19265			
RXN-19268	CARBON-DIOXIDE	EC-1.14.20.11			PWY-7957	RXN-19268			
RXN-19262	CARBON-DIOXIDE	EC-1.14.20.9			PWY-7955	RXN-19262			
RXN-19266	CARBON-DIOXIDE	EC-1.14.20.10			PWY-7960	RXN-19266			
RXN-7922	CARBON-DIOXIDE	EC-1.14.11.9	<a href='https://www.metanetx.org/equa_info/~A'>MNXR143547</a>		PWY-5152	RXN-7922			
RXN-7775	CARBON-DIOXIDE	EC-1.14.11.9	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108319</a>		PWY1F-823	RXN-7775			
RXN-7687	CARBON-DIOXIDE	EC-1.14.20.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108277</a>		PWY-5060	RXN-7687			
RXN-13029	CARBON-DIOXIDE	EC-4.1.1.94	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113354</a>			RXN-13029			
RXN-8957	CARBON-DIOXIDE	EC-1.3.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112723</a>		PWY-7854 // PWY-5741	RXN-8957			
NARINGENIN-3-DIOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.14.11.9	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107509</a>		PWY1F-FLAVSYN // PWY-6787	NARINGENIN-3-DIOXYGENASE-RXN			
RXN-7686	CARBON-DIOXIDE	EC-1.14.20.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107510</a>		PWY-2083 // PWY-5060	RXN-7686			
RXN-7648	CARBON-DIOXIDE	EC-1.14.11.9	<a href='https://www.metanetx.org/equa_info/~A'>MNXR111576</a>		PWY-5059	RXN-7648			
RXN-8379	CARBON-DIOXIDE	EC-1.14.20.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR139592</a>		PWY-5363	RXN-8379			
RXN-17152	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR120695</a>	T	PWY-7734	RXN-17152			
RXN-10883	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR116565</a>	T	PWY-7006 // PWY-6336	RXN-10883			
RXN-20409	CARBON-DIOXIDE	EC-4.1.1.83				RXN-20409			
RXN-21830	CARBON-DIOXIDE	EC-1.1.1.418			PWY-8239	RXN-21830			
RXN-20434	CARBON-DIOXIDE	EC-1.1.1.418			PWY18C3-1	RXN-20434			
RXN-10246	CARBON-DIOXIDE	EC-4.1.1.77	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140168</a>		PWY-5645	RXN-10246			
4.1.1.77-RXN	CARBON-DIOXIDE	EC-4.1.1.77	<a href='https://www.metanetx.org/equa_info/~A'>MNXR139995</a>		PWY-7009 // PWY-7480 // PWY-5654 // PWY-6210 // PWY-5647 // PWY-6214 // PWY-7006 // PWY-5419 // 2ASDEG-PWY // PWY-6336	4.1.1.77-RXN			
4.1.1.68-RXN	CARBON-DIOXIDE	EC-4.1.1.68	<a href='https://www.metanetx.org/equa_info/~A'>MNXR143760</a>		3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4.1.1.68-RXN			
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR115744</a>		4.1.1.68-RXN	CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN			
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.16	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108680</a>			HYDROXYGLUTAMATE-DECARBOXYLASE-RXN			
RXN-21813	CARBON-DIOXIDE				TRYPTOPHAN-2-DIOXYGENASE-RXN	RXN-21813			
RXN-19503	CARBON-DIOXIDE	EC-1.2.7.7			PWY-8184	RXN-19503			
METHYLVALERATE-RXN	CARBON-DIOXIDE	EC-1.2.4.4	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116060</a>		2KETO-3METHYLVALERATE-RXN	METHYLVALERATE-RXN			
2KETO-3METHYLVALERATE-RXN	CARBON-DIOXIDE	EC-1.2.1.25	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102174</a>		PWY-8173 // ILEUDEG-PWY	2KETO-3METHYLVALERATE-RXN			
4.1.1.72-RXN	CARBON-DIOXIDE	EC-4.1.1.72	<a href='https://www.metanetx.org/equa_info/~A'>MNXR94925</a>		PWY-5078	4.1.1.72-RXN			
RXN-8949	CARBON-DIOXIDE	EC-1.14.20.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113757</a>		PWY-5737	RXN-8949			
RXN-14671	CARBON-DIOXIDE	EC-1.13.11.83	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110510</a>		PWY-7303	RXN-14671			
4.1.1.83-RXN	CARBON-DIOXIDE	EC-4.1.1.83	<a href='https://www.metanetx.org/equa_info/~A'>MNXR139522</a>		PWY-7514	4.1.1.83-RXN			
RXN-20485	CARBON-DIOXIDE	EC-2.3.1			PWY-8049	RXN-20485			
RXN-21575	CARBON-DIOXIDE	EC-4.1.1			PWY-5956	RXN-21575			
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN	CARBON-DIOXIDE	EC-1.14.20.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108385</a>		PWY-5317	6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN			
RXN-18571	CARBON-DIOXIDE			T		RXN-18571			
RXN-9618	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122902</a>		PWY-5987	RXN-9618			
RXN-7575	CARBON-DIOXIDE	EC-2.3.1.M47	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121959</a>		PWY-84	RXN-7575			
RXN-21007	CARBON-DIOXIDE				PWY-8104 // RXN-7575	RXN-21007			
RXN-12963	CARBON-DIOXIDE	EC-1.14.11.62	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117824</a>		PWY-7398 // PWY-6982	RXN-12963			
RXN-7822	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122051</a>		PWY-6316	RXN-7822			
RXN-7577	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121960</a>		PWY-84	RXN-7577			
NARINGENIN-CHALCONE-SYNTHASE-RXN	CARBON-DIOXIDE	EC-2.3.1.74	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107087</a>		PWY-7897 // PWY-7397 // PWY-5135	NARINGENIN-CHALCONE-SYNTHASE-RXN			
RXN-87	CARBON-DIOXIDE	EC-2.3.1.95	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107088</a>		PWY-84	RXN-87			
RXN-3142	CARBON-DIOXIDE	EC-2.3.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110355</a>		PWY1F-FLAVSYN	RXN-3142			
RXN-12668	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117686</a>		PWY-6920	RXN-12668			
RXN-11223	CARBON-DIOXIDE	EC-2.3.1.219	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112301</a>			RXN-11223			
RXN-11225	CARBON-DIOXIDE	EC-2.3.1.219	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112303</a>			RXN-11225			
RXN-11220	CARBON-DIOXIDE	EC-2.3.1.218	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112299</a>		PWY-6432 // PWY-6438	RXN-11220			
RXN-8458	CARBON-DIOXIDE	EC-2.3.1.212	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113593</a>		PWY-5393	RXN-8458			
RXN-8841	CARBON-DIOXIDE	EC-4.1.1.77	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140863</a>		PWY-5644	RXN-8841			
RXN-19128	CARBON-DIOXIDE	EC-2.3.1.M47				RXN-19128			
RXN-16762	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120361</a>		PWY-5349	RXN-16762			
GLUTACONYL-COA-DECARBOXYLASE-RXN	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR107899</a>		PWY-7401 // PWY-5177 // GLUTARYL-COA-DEHYDROGENASE-RXN	GLUTACONYL-COA-DECARBOXYLASE-RXN			
RXN-19739	CARBON-DIOXIDE	EC-7.2.4.5			P162-PWY // PWY-8190	RXN-19739			
RXN-20090	CARBON-DIOXIDE	EC-4.1.1.115				RXN-20090			
1.2.7.8-RXN	CARBON-DIOXIDE	EC-1.2.7.8	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114964</a>			1.2.7.8-RXN			
4.1.1.74-RXN	CARBON-DIOXIDE	EC-4.1.1.74	<a href='https://www.metanetx.org/equa_info/~A'>MNXR100837</a>		TRPIAACAT-PWY // PWY-5081	4.1.1.74-RXN			
RXNDQC-2	CARBON-DIOXIDE	EC-1.14.13.168	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113547</a>		PWY-581	RXNDQC-2			
RXN-20650	CARBON-DIOXIDE	EC-1.14.18.12			PWY-7119	RXN-20650			
DIMETHYLMALATE-DEHYDROGENASE-RXN	CARBON-DIOXIDE	EC-1.1.1.84	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106868</a>			DIMETHYLMALATE-DEHYDROGENASE-RXN			
RXN-15649	CARBON-DIOXIDE	EC-4.1.1.110	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119518</a>		PWY-7524	RXN-15649			
RXN-22657	CARBON-DIOXIDE	EC-1.14.11.ay				RXN-22657			
RXN-22658	CARBON-DIOXIDE				PWY-8320 // RXN-22657	RXN-22658			
RXN-22659	CARBON-DIOXIDE				PWY-8320 // RXN-22657	RXN-22659			
P-PANTOCYSDECARB-RXN	CARBON-DIOXIDE	EC-4.1.1.36	<a href='https://www.metanetx.org/equa_info/~A'>MNXR103098</a>		PWY-8342	P-PANTOCYSDECARB-RXN			
RXN-18355	CARBON-DIOXIDE	EC-3.5.1			PWY-7850	RXN-18355			
RXN-14823	CARBON-DIOXIDE	EC-1.14.11.44	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113873</a>			RXN-14823			
RXN-8275	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122215</a>		CAMALEXIN-SYN // RXN-18199	RXN-8275			
1.1.1.83-RXN	CARBON-DIOXIDE	EC-1.1.1.83	<a href='https://www.metanetx.org/equa_info/~A'>MNXR101339</a>		PWY0-1465	1.1.1.83-RXN			
RXN-14822	CARBON-DIOXIDE	EC-1.14.11.44	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113870</a>			RXN-14822			
RXN-22924	CARBON-DIOXIDE				PWY-8343	RXN-22924			
RXN0-310	CARBON-DIOXIDE	EC-4.1.1.M5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123164</a>		PWY0-43	RXN0-310			
RXN-18384	CARBON-DIOXIDE	EC-1.3.1.85			PWY-7854	RXN-18384			
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.33	<a href='https://www.metanetx.org/equa_info/~A'>MNXR97776</a>		PWY-922	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN			
RXN-8947	CARBON-DIOXIDE	EC-2.3.1.226	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113823</a>		PWY-5737	RXN-8947			
RXN-6081	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121834</a>	T	PWY-6389	RXN-6081			
ACETOLACTATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR95270</a>		PWY-5939	ACETOLACTATE-DECARBOXYLASE-RXN			
RXN-6201	CARBON-DIOXIDE	EC-4.1.1.97	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110386</a>		PWY-5691 // PWY-7394 // PWY-7849	RXN-6201			
4-HYDROXYMANDELATE-OXIDASE-RXN	CARBON-DIOXIDE	EC-1.1.3.19	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107658</a>			4-HYDROXYMANDELATE-OXIDASE-RXN			
HYOSCYAMINE-6-DIOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.14.11.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108445</a>		PWY-5317	HYOSCYAMINE-6-DIOXYGENASE-RXN			
RXN-14821	CARBON-DIOXIDE	EC-1.14.11.43	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113825</a>			RXN-14821			
RXN-19631	CARBON-DIOXIDE	EC-1.13.12.4				RXN-19631			
RXN-16819	CARBON-DIOXIDE	EC-4.1.1.101	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114376</a>		PWY-7685	RXN-16819			
RXN-19748	CARBON-DIOXIDE	EC-1.1.1.39				RXN-19748			
1.1.1.39-RXN	CARBON-DIOXIDE	EC-1.1.1.38	<a href='https://www.metanetx.org/equa_info/~A'>MNXR101446</a>		PWY-7115 // PWY-7118 // GLUCONEO-PWY // PWY-7686 // PWY-3641 // PWY-7384	1.1.1.39-RXN			
MALIC-NADP-RXN	CARBON-DIOXIDE	EC-1.1.1.40	<a href='https://www.metanetx.org/equa_info/~A'>MNXR101443</a>		PWY-7117 // PWY-241 // GLUCONEO-PWY	MALIC-NADP-RXN			
RXN-14820	CARBON-DIOXIDE	EC-1.14.11.43	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113858</a>			RXN-14820			
METHYLMALONYL-COA-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.94	<a href='https://www.metanetx.org/equa_info/~A'>MNXR101656</a>			METHYLMALONYL-COA-DECARBOXYLASE-RXN			
RXN-19738	CARBON-DIOXIDE	EC-7.2.4.3			PWY-8086	RXN-19738			
UREIDOGLYCOLATE-HYDROLASE-RXN	CARBON-DIOXIDE	EC-3.5.1.116	<a href='https://www.metanetx.org/equa_info/~A'>MNXR105091</a>		PWY-5692	UREIDOGLYCOLATE-HYDROLASE-RXN			
RXN-12895	CARBON-DIOXIDE	EC-3.5.1.110	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113346</a>			RXN-12895			
RXN-12894	CARBON-DIOXIDE	EC-3.5.1.110	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113344</a>			RXN-12894			
RXN-17063	CARBON-DIOXIDE	EC-4.1.1.M3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120627</a>			RXN-17063			
RXN-17064	CARBON-DIOXIDE	EC-4.1.1.M3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120628</a>			RXN-17064			
1.3.1.68-RXN	CARBON-DIOXIDE	EC-1.3.1.68	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109475</a>			1.3.1.68-RXN			
RXN-9098	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122641</a>		PWY-5795	RXN-9098			
RXN0-7275	CARBON-DIOXIDE					RXN0-7275			
IGPSYN-RXN	CARBON-DIOXIDE	EC-4.1.1.48	<a href='https://www.metanetx.org/equa_info/~A'>MNXR100814</a>		TRPSYN-PWY	IGPSYN-RXN			
RXN-20066	CARBON-DIOXIDE			T	PWY-5169	RXN-20066			
2.7.8.23-RXN	CARBON-DIOXIDE	EC-2.7.8.23	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109366</a>			2.7.8.23-RXN			
RXN-12651	CARBON-DIOXIDE	EC-1.14.11.35	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113523</a>		PWY-6919 // PWY-6915	RXN-12651			
RXN-12763	CARBON-DIOXIDE	EC-1.14.13.135	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117742</a>			RXN-12763			
RXN-18739	CARBON-DIOXIDE	EC-1.14.11.33				RXN-18739			
RXN0-7280	CARBON-DIOXIDE	EC-1.14.11.33				RXN0-7280			
RXN-22717	CARBON-DIOXIDE	EC-2.3.1			PWY-5317	RXN-22717			
RXN-9202	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122701</a>		PWY-5843	RXN-9202			
RXN-15677	CARBON-DIOXIDE	EC-2.3.1.235	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114267</a>			RXN-15677			
RXN-14827	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118957</a>	T	PWY-7352	RXN-14827			
RXN-19283	CARBON-DIOXIDE	EC-1.14.20.14			PWY-7958	RXN-19283			
RXN-19284	CARBON-DIOXIDE	EC-1.14.20.14				RXN-19284			
RXN-14864	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118981</a>			RXN-14864			
RXN-14867	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR118984</a>			RXN-14867			
RXN-14866	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118983</a>	T		RXN-14866			
RXN-14862	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118979</a>			RXN-14862			
RXN-13958	CARBON-DIOXIDE	EC-2.3.1.211	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113592</a>			RXN-13958			
1.2.3.13-RXN	CARBON-DIOXIDE	EC-1.2.3.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR138953</a>		PWY-7514	1.2.3.13-RXN			
RXN-15414	CARBON-DIOXIDE	EC-1.10.3.15	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114038</a>		PWY-7153	RXN-15414			
RXN-15813	CARBON-DIOXIDE	EC-6.3.2	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140579</a>		PWY-7556	RXN-15813			
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.39	<a href='https://www.metanetx.org/equa_info/~A'>MNXR103435</a>		PWY-5532 // PWY-5723	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN			
RXN-12361	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117499</a>		PWY-6799	RXN-12361			
RXN-20475	CARBON-DIOXIDE	EC-2.3.1			PWY-8047	RXN-20475			
RXN-22755	CARBON-DIOXIDE	EC-2.3.1.M106			PWY-8327	RXN-22755			
RXN-22748	CARBON-DIOXIDE	EC-2.3.1.M105				RXN-22748			
1.2.2.3-RXN	CARBON-DIOXIDE	EC-1.17.2.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR139185</a>		PWY-8303	1.2.2.3-RXN			
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	CARBON-DIOXIDE	EC-1.2.7.12	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115887</a>		PWY-8305 // PWY-5209 // PWY-7784	FORMYLMETHANOFURAN-DEHYDROGENASE-RXN			
RXN-16835	CARBON-DIOXIDE	EC-1.17.1.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120421</a>			RXN-16835			
GLYOCARBOLIG-RXN	CARBON-DIOXIDE	EC-4.1.1.47	<a href='https://www.metanetx.org/equa_info/~A'>MNXR100303</a>		GLYCOLATEMET-PWY	GLYOCARBOLIG-RXN			
RXN-15064	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119111</a>		PWY-7677 // PWY-7415	RXN-15064			
ACETOLACTSYN-RXN	CARBON-DIOXIDE	EC-2.2.1.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR95271</a>		VALSYN-PWY // PWY-5938 // PWY-5939 // PWY-6389 // PWY-7111	ACETOLACTSYN-RXN			
RXN-15885	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119684</a>		PWY-7561	RXN-15885			
RXN-15897	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119694</a>		PWY-7563	RXN-15897			
RXN-19848	CARBON-DIOXIDE	EC-2.3.1.M60			PWY-8012	RXN-19848			
RXN-16072	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119820</a>		PWY-7599	RXN-16072			
RXN-15917	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119708</a>		PWY-7565	RXN-15917			
HEMN-RXN	CARBON-DIOXIDE	EC-1.3.98.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR96881</a>		PWY-5531 // HEMESYN2-PWY	HEMN-RXN			
RXN-15942	CARBON-DIOXIDE	EC-1.3.98	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119730</a>			RXN-15942			
RXN-15808	CARBON-DIOXIDE	EC-1.3.98.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119638</a>		PWY-7552	RXN-15808			
2.1.1.132-RXN	CARBON-DIOXIDE	EC-2.1.1.132	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109355</a>			2.1.1.132-RXN			
RXN-7983	CARBON-DIOXIDE	EC-1.14.11.25	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110878</a>		PWY-5925	RXN-7983			
1.14.11.24-RXN	CARBON-DIOXIDE	EC-1.14.11.24	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110876</a>		PWY-5925	1.14.11.24-RXN			
1.14.11.10-RXN	CARBON-DIOXIDE	EC-1.14.11.10	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107538</a>			1.14.11.10-RXN			
1.14.11.3-RXN	CARBON-DIOXIDE	EC-1.14.11.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107212</a>			1.14.11.3-RXN			
O-PYROCATECHUATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.46	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106705</a>			O-PYROCATECHUATE-DECARBOXYLASE-RXN			
RXN-13172	CARBON-DIOXIDE	EC-1.14.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117938</a>		PWY-7009	RXN-13172			
23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.13.11.23	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106772</a>			23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN			
